ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
ADD;UN00002534;BCC;Party Group. Operating Status. Code;The code specifying the operating status of the party group, such as active or inactive.;;;;Party Group;;Operating Status;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002535;BCC;Party Group. Type. Code;The code specifying the type of party group.;;;;Party Group;;Type;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002536;BCC;Party Group. Member. Quantity;The number of individuals in the party group.;;;;Party Group;;Member;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002537;BCC;Party Group. Purpose. Code;The code specifying the common interest or purpose of the party group.;;;;Party Group;;Purpose;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002538;BCC;Party Group. Source Description. Text;The textual description of the source of the party group.;;;;Party Group;;Source Description;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002539;BCC;Party Group. End. Date Time;The date, time, date time or other date time value of the end of the party group.;;;;Party Group;;End;;Date Time;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002540;BCC;Party Group. Adult. Quantity;The number of adults in the party group.;;;;Party Group;;Adult;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002541;BCC;Party Group. Children. Quantity;The number of children in the party group.;;;;Party Group;;Children;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002542;BCC;Party Group. Seniors. Quantity;The number of senior citizens in the party group.;;;;Party Group;;Seniors;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002543;BCC;Party Group. Couples. Quantity;The number of couples in the party group.;;;;Party Group;;Couples;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002544;BCC;Party Group. Family. Quantity;The number of families in the party group.;;;;Party Group;;Family;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002545;BCC;Party Group. Infant. Quantity;The number of infants (ages one year or less) in the party group.;;;;Party Group;;Infant;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002546;BCC;Party Group. Single Parent Family. Quantity;The number of single parent families in the party group.;;;;Party Group;;Single Parent Family;;Quantity;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002547;ASCC;Party Group. Specified. Person;A specified person in the party group.;;;;Party Group;;Specified;;;;;Person;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000376;ACC;Party. Details;An individual, a group, or a body having a role in a business function.  Party has a legal connotation in a business transaction.;;;;Party;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000377;BCC;Party. Identification. Identifier;A unique identifier of the party.;;;;Party;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000378;BCC;Party. Type. Code;A code specifying the type of party that is independent of its role.;;;;Party;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000379;BCC;Party. Name. Text;A name, expressed as text, for this party.;;;;Party;;Name;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000380;BCC;Party. Description. Text;A textual description of this party.;;;;Party;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000381;BCC;Party. Access Rights. Code;A code specifying this party's access rights such as unlimited, restricted, prohibited.;;;;Party;;Access Rights;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000382;BCC;Party. Classification. Code;A code specifying a classification for this party.;;;;Party;;Classification;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000383;BCC;Party. Role. Code;A code specifying the role of this party.;;;;Party;;Role;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000384;BCC;Party. Language. Code;A code specifying a language for this specific party.;;;;Party;;Language;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002658;BCC;Party. Residence Country. Identifier;The unique identifier of the residence country of this party.;;;;Party;;Residence Country;;Identifier;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002659;BCC;Party. Identification. Text;An identification, expressed as text, for this party.;;;;Party;;Identification;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002723;BCC;Party. Country. Identifier;A unique country identifier for this party.;;;;Party;;Country;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000385;ASCC;Party. Specified. Organization;The organization specified for this party.;;;;Party;;Specified;;;;;Organization;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000386;ASCC;Party. Specified. Person;The specified person for this party.;;;;Party;;Specified;;;;;Person;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000387;ASCC;Party. Action. Event;An action taken for an event by or in behalf of the party.;;;;Party;;Action;;;;;Event;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000766;ASCC;Party. Defined. Contact;A defined contact for this party.;;;;Party;;Defined;;;;;Contact;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000767;ASCC;Party. Specified. Address;An address specified for this party.;;;;Party;;Specified;;;;;Address;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000769;ASCC;Party. Residence. Address;The country of residence for this party.;;;;Party;;Residence;;;;;Address;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001335;ASCC;Party. Postal. Address;A postal address for this party.;;;;Party;;Postal;;;;;Address;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002722;ASCC;Party. Specified. Identity;Identifying information specified for a party.;;;;Party;;Specified;;;;;Identity;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001666;ASCC;Party. Applicable. Membership;A membership applicable to this party.;;;;Party;;Applicable;;;;;Membership;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002718;ACC;Payment Instruction. Details;Instructions related to the processing of a payment.;;;;Payment Instruction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002719;BCC;Payment Instruction. Information Type. Code;The code specifying the type of information for this payment instruction, such as processing requirements.;;;;Payment Instruction;;Information Type;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002720;BCC;Payment Instruction. Creditor Agent Information. Text;Creditor agent information, expressed as text, for this payment instruction, such as processing information that may need to be acted upon by the creditor agent.;;;;Payment Instruction;;Creditor Agent Information;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002721;BCC;Payment Instruction. Debtor Agent Information. Text;Debtor agent information, expressed as text, for this payment instruction, such as processing information that may need to be acted upon by the debtor agent.;;;;Payment Instruction;;Debtor Agent Information;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000388;ACC;Payment Means. Details;Details of the means by which the payment will be or has been made.;;;;Payment Means;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000389;BCC;Payment Means. Payment Channel. Code;The code specifying the payment means channel through which the payment is to be processed. (Reference United Nations Location Code (UNCL) 4435).;;;;Payment Means;;Payment Channel;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000390;BCC;Payment Means. Type. Code;A code specifying a type of payment means such as cash or check.;;;;Payment Means;;Type;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000780;BCC;Payment Means. Guarantee Method. Code;The code specifying the method of guarantee for the payment means such as bank guarantee, public authority guarantee, standby letter of credit.;;;;Payment Means;;Guarantee Method;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000781;BCC;Payment Means. Paid. Amount;A monetary value of the funds or securities to be paid by this means of payment.;;;;Payment Means;;Paid;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00001301;BCC;Payment Means. Payment Method. Code;A code specifying the method in which a payment may be made or regarded as made for this payment means.;;;;Payment Means;;Payment Method;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000391;ASCC;Payment Means. Party. Financial Account;Financial account details of a party for this payment means.;;;;Payment Means;;Party;;;;;Financial Account;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000392;ASCC;Payment Means. Related. Payment;Related payment information associated with this payment means.;;;;Payment Means;;Related;;;;;Payment;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000393;ASCC;Payment Means. Applicable. Financial Card;A financial card that is applicable for this means of payment.;;;;Payment Means;;Applicable;;;;;Financial Card;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000782;ASCC;Payment Means. Credit. Financial Account;A financial account for the credit being used with this payment means.;;;;Payment Means;;Credit;;;;;Financial Account;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000394;ACC;Payment Terms. Details;Terms and conditions by which payment has been or will be made.;;;;Payment Terms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000395;BCC;Payment Terms. Identification. Identifier;A unique identifier of these payment terms.;;;;Payment Terms;;Identification;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000396;BCC;Payment Terms. Description. Text;A textual description of these payment terms.;;;;Payment Terms;;Description;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000398;BCC;Payment Terms. Due Date. Date Time;A date, time, date time, or other date time value of a due date for these payment terms.;;;;Payment Terms;;Due Date;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000399;BCC;Payment Terms. Duration. Measure;The measure of the length of time duration for these payment terms such as 12 hours, 15 days, 2 weeks, 3 months, 5 years.;;;;Payment Terms;;Duration;;Measure;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHG;UN00000400;BCC;Payment Terms. Type. Code;A code specifying the type of payment terms.;;;;Payment Terms;;Type;;Code;;;;Instrument;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000401;BCC;Payment Terms. Settlement Discount. Rate;The rate for the settlement discount that is offered for payment under these payment terms.;;;;Payment Terms;;Settlement Discount;;Rate;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000402;BCC;Payment Terms. Settlement Surcharge. Rate;The rate for the settlement surcharge that may be charged under these payment terms.;;;;Payment Terms;;Settlement Surcharge;;Rate;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000403;BCC;Payment Terms. Settlement Period. Measure;A measure of the number of settlement periods from the payment term time reference to the latest payment date such as 30 days, 3 months.;;;;Payment Terms;;Settlement Period;;Measure;;;;Payment terms settlement period;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000406;BCC;Payment Terms. Settlement Discount. Amount;The monetary value of a settlement discount offered for payment under these payment terms.;;;;Payment Terms;;Settlement Discount;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000808;BCC;Payment Terms. From Event. Code;A code specifying the event from which payment terms are offered for a length of time.;;;;Payment Terms;;From Event;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000809;BCC;Payment Terms. Equivalent. Amount;An equivalent monetary value to be transferred between debtor and creditor before deduction of charges for these payment terms, expressed in the currency of the debtor's account which is different but equivalent from the currency in which it is to be transferred.;;;;Payment Terms;;Equivalent;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000810;BCC;Payment Terms. Instructed. Amount;A monetary value that has been instructed to be transferred between debtor and creditor for these payment terms before deduction of charges.;;;;Payment Terms;;Instructed;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000811;BCC;Payment Terms. Payment Transaction Type. Indicator;The indication of whether or not the payment transaction type is credit or debit for these payment terms.;;;;Payment Terms;;Payment Transaction Type;;Indicator;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001671;BCC;Payment Terms. Information. Text;Information, expressed as text, for these payment terms.;;;;Payment Terms;;Information;;Text;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00001672;BCC;Payment Terms. Currency. Code;A code specifying a currency for these payment terms.;;;;Payment Terms;;Currency;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000407;ASCC;Payment Terms. Settlement. Period;A period over which the settlement terms are offered as part of the payment terms.;;;;Payment Terms;;Settlement;;;;;Period;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000812;ASCC;Payment Terms. Penalty. Period;A period after which a penalty is charged as part of the payment terms.;;;;Payment Terms;;Penalty;;;;;Period;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002669;ACC;Payment Transaction Instruction. Details;Instructions for the movement of funds from one account to another.;;;;Payment Transaction Instruction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002670;BCC;Payment Transaction Instruction. Identification. Identifier;The unique identifier of this payment transaction instruction.;;;;Payment Transaction Instruction;;Identification;;Identifier;;;;;The instruction identification is a point to point reference that can be used between the instructing party and the instructed party to refer to the individual instruction. It can be included in several messages related to the instruction.;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002671;BCC;Payment Transaction Instruction. End-To-End. Identifier;The unique identifier for the end-to-end processing of this payment transaction instruction, such as an identifier assigned by an initiating party to unambiguously identify the transaction.;;;;Payment Transaction Instruction;;End-To-End;;Identifier;;;;;The end-to-end identification can be used for reconciliation or to link tasks relating to the transaction. It can be included in several messages related to the transaction.;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002672;BCC;Payment Transaction Instruction. Service Level. Code;A code specifying the service level for this payment transaction instruction.;;;;Payment Transaction Instruction;;Service Level;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002673;BCC;Payment Transaction Instruction. Service Level. Text;The service level, expressed as text, for this payment transaction instruction.;;;;Payment Transaction Instruction;;Service Level;;Text;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002674;BCC;Payment Transaction Instruction. Clearing Channel. Code;The code specifying the clearing channel for this payment transaction instruction.;;;;Payment Transaction Instruction;;Clearing Channel;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002675;BCC;Payment Transaction Instruction. Local Instrument. Code;A code specifying the local instrument for this payment transaction instruction, such as a user community defined settlement means.;;;;Payment Transaction Instruction;;Local Instrument;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002676;BCC;Payment Transaction Instruction. Purpose Category. Code;The code specifying the purpose category for this payment transaction instruction.;;;;Payment Transaction Instruction;;Purpose Category;;Code;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002677;BCC;Payment Transaction Instruction. Purpose. Code;A code specifying the purpose of this payment transaction instruction, such as a charity payment, or a commercial agreement between the creditor and debtor.;;;;Payment Transaction Instruction;;Purpose;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002678;BCC;Payment Transaction Instruction. Instructed Transfer. Amount;The monetary value instructed to be transferred in this payment transaction instruction, such as the amount to be transferred between debtor and creditor, before deduction of charges, and expressed in the currency as ordered by the initiating party.;;;;Payment Transaction Instruction;;Instructed Transfer;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADD;UN00002679;BCC;Payment Transaction Instruction. Equivalent Transfer. Amount;The monetary value to be transferred as an equivalent amount in this payment transaction instruction, such as the amount to be transferred between debtor and creditor, before deduction of charges, expressed in the currency of the debtor's account.;;;;Payment Transaction Instruction;;Equivalent Transfer;;Amount;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000410;ACC;Payment. Details;Discharge obligations in respect of funds or securities transferred between two or more parties.;;;;Payment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000411;BCC;Payment. Instruction. Identifier;A unique identifier for a payment instruction as assigned by the clearing agent or initiating party.;;;;Payment;;Instruction;;Identifier;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000412;BCC;Payment. Received. Date Time;A date, time, date time, or other date time value on which the payment has been or will be received by a party in the payment chain.;;;;Payment;;Received;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000413;BCC;Payment. Paid. Amount;A monetary value of the funds or securities to be paid for this payment.;;;;Payment;;Paid;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000784;BCC;Payment. Tax. Amount;A monetary value of the taxes that are part of the total payment amount.;;;;Payment;;Tax;;Amount;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000785;BCC;Payment. Creation. Date Time;A date, time, date time, or other date time value on which the payment has been or will be created by the originator of the payment.;;;;Payment;;Creation;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000786;BCC;Payment. Requested Execution. Date Time;A date, time, date, or other date time value the originator [the debtor or creditor] requests the clearing agent to process the payment instruction.;;;;Payment;;Requested Execution;;Date Time;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;UN00000787;BCC;Payment. Instruction. Code;A code specifying an instruction for the payment.;;;;Payment;;Instruction;;Code;;;;;;;0;unbounded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
